,compound,text_len
1570,0.0,52
1571,0.0,97
1572,0.128,95
1573,0.0,110
1574,0.0,102
1575,0.0,97
1576,0.0,95
1577,0.0,102
1578,0.0,97
1579,0.8481,95
1580,0.0,102
1581,0.0,97
1582,0.0,86
1583,0.0,81
1584,0.0,102
1585,0.0,100
1586,0.0,85
1587,0.0,82
1588,0.2023,112
1589,0.0,95
1590,0.0,98
1591,-0.25,83
1592,0.0,95
1593,0.0,95
1594,0.0,102
1595,0.0,100
1596,0.0,102
1597,0.0,97
1598,0.0,100
1599,0.0,100
1600,0.0,102
1601,0.0,97
1602,0.0,68
1603,0.2023,87
1604,0.2023,87
1605,0.0,100
1606,0.2023,87
1607,0.2023,87
1608,0.0,97
1609,0.0,68
1610,0.0,85
1611,0.0,66
1612,0.2023,112
1613,0.0,100
1614,0.0,80
1615,0.0,100
1616,0.0,66
1617,0.0,95
1618,0.0,101
1619,-0.128,88
1620,-0.128,88
1621,0.0,102
1622,0.0,99
1623,0.0,85
1624,0.0,68
1625,-0.4767,105
1626,0.0,80
1627,0.7269,103
1628,0.0,91
1629,0.2023,112
1630,0.7003,83
1631,0.0,102
1632,0.0,97
1633,-0.2263,111
1634,0.0,77
1635,0.0,85
1636,0.0,68
1637,0.7003,83
1638,0.2023,112
1639,0.34,82
1640,0.1139,90
1641,0.2023,112
1642,0.0,102
1643,0.0,99
1644,0.0,68
1645,0.0,85
1646,0.0,113
1647,0.2023,93
1648,0.7003,83
1649,0.0,102
1650,0.0,97
1651,0.2023,112
1652,0.2023,112
1653,0.2023,112
1654,0.2023,112
1655,-0.0772,118
1656,0.0,82
1657,0.0,97
1658,0.0,110
1659,0.0,102
1660,0.0,97
1661,0.0,67
1662,0.0,102
1663,0.0,100
1664,-0.4767,93
1665,0.0,67
1666,0.0,85
1667,0.0,83
1668,0.0,102
1669,0.0,97
1670,0.0,110
1671,0.1139,90
1672,0.0,105
1673,0.0,100
1674,0.0,108
1675,0.0,95
1676,0.0,102
1677,0.0,52
1678,0.0,67
1679,0.0,97
1680,0.0,98
1681,0.0,102
1682,0.0,100
1683,0.0,52
1684,0.0,85
1685,0.0,104
1686,0.0,102
1687,0.0,97
1688,0.8316,92
1689,0.3182,108
1690,0.0,94
1691,0.0,97
1692,0.0,100
1693,0.0,122
1694,-0.1531,93
1695,0.0,93
1696,0.0,97
1697,0.0,100
1698,0.0,104
1699,0.0,100
1700,0.0,105
1701,0.1139,90
1702,0.0,100
1703,0.1139,90
1704,0.0,97
1705,0.0,97
1706,-0.2263,112
1707,0.0,77
1708,0.8316,92
1709,0.0,100
1710,0.0,104
1711,0.0,104
1712,0.0,104
1713,0.0,104
1714,0.0,92
1715,0.0,95
1716,0.7783,113
1717,0.0,100
1718,0.0,98
1719,0.0,98
1720,0.0,122
1721,-0.0762,114
1722,0.0,53
1723,0.0,100
1724,-0.4588,95
1725,0.0,85
1726,0.0,102
1727,0.0,97
1728,0.0,97
1729,0.0,100
1730,0.0,100
1731,0.0,102
1732,0.0,97
1733,-0.1027,115
1734,0.0,100
1735,0.0,82
1736,0.0,102
1737,0.0,97
1738,0.0,104
1739,0.0,100
1740,0.0,97
1741,0.0,102
1742,0.0,97
1743,0.0,95
1744,0.0,97
1745,0.0,102
1746,0.0,100
1747,0.0,81
1748,0.0,57
1749,0.0,100
1750,-0.128,88
1751,0.0,97
1752,0.6908,109
1753,0.0,102
1754,0.0,97
1755,0.0,68
1756,0.2023,87
1757,0.2023,87
1758,0.0,100
1759,0.2023,87
1760,0.2023,87
1761,0.0,97
1762,0.0,102
1763,0.0,85
1764,0.0,69
1765,0.0,100
1766,0.7003,83
1767,0.0,58
1768,0.0,107
1769,0.0,96
1770,0.0,97
1771,0.0,102
1772,0.0,97
1773,0.8316,92
1774,-0.5719,86
1775,0.0,97
1776,0.0,102
1777,0.0,98
1778,0.0,69
1779,0.0,78
1780,0.0,69
1781,-0.4767,109
1782,0.0,79
1783,0.0,97
1784,0.0,102
1785,-0.2263,112
1786,0.0,77
1787,0.0,97
1788,0.0,69
1789,0.0,98
1790,0.1139,90
1791,-0.4767,109
1792,0.0,97
1793,0.0,102
1794,0.0,69
1795,0.0,100
1796,0.0,99
1797,0.8316,92
1798,0.8476,112
1799,0.0,97
1800,0.0,102
1801,0.0,97
1802,0.0,69
1803,0.0,84
1804,0.8316,92
1805,0.8316,92
1806,0.7959,98
1807,0.0,53
1808,0.0,97
1809,0.0,102
1810,0.0,99
1811,0.0,67
1812,0.0,100
1813,0.0,69
1814,0.8316,92
1815,0.0,97
1816,0.0,102
1817,0.0,97
1818,-0.4767,109
1819,0.0,69
1820,0.0,100
1821,0.0,27
1822,0.0,95
1823,-0.1027,110
1824,0.0,56
1825,0.0,97
1826,0.0,102
1827,0.0,97
1828,0.0,69
1829,0.2023,101
1830,0.0,97
1831,0.0,102
1832,-0.2732,103
1833,0.0,97
1834,0.0,69
1835,0.0,94
1836,0.0,94
1837,0.0,97
1838,0.0,102
1839,0.0,97
1840,0.0,69
1841,0.0,21
1842,0.8316,92
1843,0.4019,95
1844,0.0,100
1845,0.0,95
1846,0.0,97
1847,0.0,102
1848,0.0,52
1849,0.0,69
1850,0.0,85
1851,0.0,100
1852,0.0,69
1853,0.8316,92
1854,0.1139,90
1855,0.8316,92
1856,0.0,97
1857,0.0,102
1858,0.0,69
1859,0.0,97
1860,0.0,95
1861,0.128,95
1862,0.0,97
1863,0.0,102
1864,0.0,97
1865,0.0,98
1866,0.9001,122
1867,0.0,100
1868,0.0,97
1869,0.0,102
1870,0.0,100
1871,0.128,95
1872,0.0,100
1873,0.0,95
1874,0.0,97
1875,0.0,102
1876,-0.2263,111
1877,0.0,77
1878,0.0,99
1879,0.0,100
1880,0.7783,113
1881,0.0,97
1882,0.0,54
1883,0.0,102
1884,0.0,100
1885,0.0,98
1886,0.8316,92
1887,0.0,100
1888,0.0,73
1889,0.0,86
1890,0.0,97
1891,0.0,102
1892,0.0,97
1893,0.8316,92
1894,0.0,55
1895,0.0,97
1896,0.0,102
1897,0.0,98
1898,0.0,85
1899,0.0,96
1900,0.0,97
1901,0.0,102
1902,0.0,97
1903,0.0,100
1904,0.0,94
1905,0.8316,92
1906,0.0,93
1907,0.0,100
1908,0.0,86
1909,0.0,53
1910,0.0,93
1911,0.0,97
1912,0.0,102
1913,0.0,100
1914,0.7783,113
1915,0.7783,113
1916,0.0,95
1917,0.1027,103
1918,0.0,95
1919,0.8316,92
1920,0.0,99
1921,0.0,94
1922,0.0,100
1923,0.0,94
1924,0.0,97
1925,0.0,102
1926,0.0,98
1927,0.7783,113
1928,0.7783,113
1929,0.8316,92
1930,0.0,93
1931,0.0,100
1932,0.34,82
1933,0.4019,95
1934,0.7783,113
1935,0.8316,92
1936,0.0,97
1937,0.0,97
1938,0.0,102
1939,0.0,68
1940,0.0,100
1941,0.0,93
1942,0.8316,92
1943,0.0,96
1944,0.0,94
1945,0.0,98
1946,0.0,97
1947,0.0,102
1948,0.0,100
1949,0.0,67
1950,0.2023,87
1951,0.7783,113
1952,0.8316,92
1953,0.8316,92
1954,0.2023,87
1955,0.8316,92
1956,0.8316,92
1957,0.6597,64
1958,0.8316,92
1959,0.2023,87
1960,0.8316,92
1961,0.8316,92
1962,0.8316,92
1963,0.0,97
1964,0.8316,92
1965,0.0,102
1966,0.0,97
1967,0.0,67
1968,0.8316,92
1969,0.0,100
1970,0.8316,92
1971,0.8316,92
1972,0.8316,92
1973,0.8316,92
1974,0.8316,92
1975,0.8316,92
1976,0.8316,92
1977,0.8316,92
1978,0.8316,92
1979,0.8316,92
1980,0.6249,97
1981,0.8316,92
1982,0.8316,92
1983,0.8316,92
1984,0.8316,92
1985,0.8316,92
1986,0.8316,92
1987,0.8316,92
1988,0.8316,92
1989,0.8316,92
1990,0.8316,92
1991,0.8316,92
1992,0.8316,92
1993,0.8316,92
1994,0.8316,92
1995,0.8316,92
1996,0.8316,92
1997,0.8316,92
1998,0.0,97
1999,0.0,97
2000,0.8316,92
2001,0.0,102
2002,0.0,52
2003,0.0,100
2004,0.0,85
2005,0.8316,92
2006,0.8316,92
2007,0.8316,92
2008,0.0,91
2009,0.8316,92
2010,0.8316,92
2011,0.8316,92
2012,0.8316,92
2013,0.8316,92
2014,0.8316,92
2015,0.8316,92
2016,0.8316,92
2017,0.8316,92
2018,0.8316,92
2019,0.8316,92
2020,0.8316,92
2021,0.8316,92
2022,0.8316,92
2023,0.8316,92
2024,0.8316,92
2025,0.8316,92
2026,0.8316,92
2027,0.8316,92
2028,0.8316,92
2029,0.8316,92
2030,0.8316,92
2031,0.8316,92
2032,0.8316,92
2033,0.8316,92
2034,0.8316,92
2035,0.8316,92
2036,0.8316,92
2037,0.8316,92
2038,0.8316,92
2039,0.8316,92
2040,0.8316,92
2041,0.0,97
2042,0.0,102
2043,0.0,97
2044,0.8316,92
2045,0.8316,92
2046,0.8316,92
2047,0.8316,92
2048,0.8316,92
2049,0.8316,92
2050,0.8316,92
2051,0.8316,92
2052,0.0,107
2053,0.8316,92
2054,0.8316,92
2055,0.8316,92
2056,0.8316,92
2057,0.8316,92
2058,0.8316,92
2059,0.8316,92
2060,0.8316,92
2061,0.8316,92
2062,0.8316,92
2063,0.8316,92
2064,0.8316,92
2065,0.8316,92
2066,0.0,110
2067,0.8316,92
2068,0.8316,92
2069,0.8316,92
2070,0.8316,92
2071,0.0,97
2072,0.0,113
2073,0.0,102
2074,0.0,100
2075,-0.2263,111
2076,0.0,77
2077,0.0,123
2078,0.8316,92
2079,0.0,96
2080,0.34,82
2081,0.0,99
2082,0.0,97
2083,0.0,102
2084,0.0,97
2085,0.8316,92
2086,0.0,100
2087,0.8316,92
2088,0.8316,92
2089,0.0,97
2090,0.0,102
2091,0.0,97
2092,0.0,67
2093,-0.4588,95
2094,0.8316,92
2095,0.0,122
2096,0.0,100
2097,-0.4767,98
2098,0.0,95
2099,0.0,96
2100,0.0,97
2101,0.0,102
2102,0.0,97
2103,0.0,52
2104,0.0,70
2105,0.0,105
2106,0.0,95
2107,0.8316,92
2108,0.8316,92
2109,0.8316,92
2110,0.8316,92
2111,0.0,53
2112,0.8316,92
2113,0.0,97
2114,0.0,102
2115,0.0,97
2116,-0.4767,98
2117,0.0,67
2118,0.3818,113
2119,0.8316,92
2120,0.0,82
2121,0.0,82
2122,0.8316,92
2123,0.0,99
2124,0.0,97
2125,0.0,102
2126,0.0,100
2127,0.0,67
2128,0.0,85
2129,0.0,100
2130,0.8316,92
2131,0.0,100
2132,0.8316,92
2133,0.0,95
2134,0.0,84
2135,0.0,100
2136,0.0,95
2137,0.0,100
2138,0.0,100
2139,0.0,100
2140,0.0,97
2141,0.0,102
2142,-0.2732,103
2143,0.0,98
2144,0.0,67
2145,0.8316,92
2146,0.128,95
2147,0.0,92
2148,0.0,91
2149,0.0,94
2150,0.0,93
2151,0.7003,83
2152,0.0,93
2153,0.0,93
2154,0.0,97
2155,0.7184,114
2156,0.0,102
2157,0.0,98
2158,0.0,52
2159,0.0,67
2160,0.0,110
2161,0.0,100
2162,0.0,93
2163,0.0,92
2164,0.7351,119
2165,0.7351,111
2166,0.8316,92
2167,0.0,106
2168,0.3182,111
2169,0.8316,92
2170,0.0,80
2171,0.0,82
2172,0.0,97
2173,0.0,99
2174,0.0,97
2175,0.0,95
2176,0.0,102
2177,0.0,97
2178,0.0,67
2179,0.8316,92
2180,0.0,100
2181,0.8316,92
2182,0.0,104
2183,0.0,98
2184,0.0,119
2185,0.0,97
2186,0.0,110
2187,0.0,102
2188,0.0,67
2189,0.0,100
2190,0.8316,92
2191,0.0,98
2192,0.8316,92
2193,0.0,122
2194,0.0,119
2195,0.0,110
2196,0.5719,112
2197,0.3612,102
2198,-0.5574,122
2199,0.0,97
2200,0.0,102
2201,0.0,100
2202,0.0,91
2203,0.1139,90
2204,0.0,98
2205,0.0,99
2206,0.0,95
2207,0.0,97
2208,0.0,102
2209,0.0,97
2210,0.7783,113
2211,0.0,100
2212,0.0,97
2213,0.0,93
2214,0.0,102
2215,0.0,97
2216,-0.2263,111
2217,0.0,77
2218,0.1139,90
2219,0.1139,86
2220,0.0,90
2221,0.0,100
2222,0.8316,92
2223,0.0,96
2224,0.0,96
2225,0.0,98
2226,0.0,99
2227,0.0,92
2228,0.0,97
2229,0.0,102
2230,0.0,98
2231,0.0,85
2232,0.0,98
2233,0.128,95
2234,0.0,100
2235,0.0,97
2236,0.0,88
2237,0.0,102
2238,0.0,100
2239,0.4019,119
2240,0.4019,112
2241,0.0,97
2242,0.0,102
2243,0.0,97
2244,0.8316,92
2245,0.0,94
2246,0.0,89
2247,0.0,87
2248,0.0,96
2249,0.8316,92
2250,0.0,93
2251,0.0,82
2252,0.0,96
2253,0.0,97
2254,-0.6705,98
2255,0.0,102
2256,0.0,99
2257,-0.6705,96
2258,0.8316,92
2259,0.8316,92
2260,0.0,100
2261,-0.25,112
2262,-0.25,123
2263,0.8316,92
2264,0.0,97
2265,0.0,102
2266,0.0,52
2267,0.0,97
2268,0.8316,92
2269,0.0,98
2270,0.8316,92
2271,0.8316,92
2272,0.8316,92
2273,0.3612,113
2274,0.8316,92
2275,0.0,96
2276,0.0,95
2277,0.0,52
2278,0.0,85
2279,0.0,100
