,compound,text_len
298,0.0,99
299,0.0,95
300,0.34,82
301,0.6705,81
302,0.6705,81
303,0.6705,81
304,0.6705,81
305,0.6705,81
306,0.6705,81
307,0.6705,81
308,0.0,91
309,0.6705,81
310,0.6705,81
311,0.6705,81
312,0.6705,79
313,0.0,97
314,0.0,98
315,-0.2732,102
316,0.128,95
317,0.0,103
318,0.0,100
319,0.0,103
320,0.0,97
321,0.0,65
322,-0.128,89
323,0.0,98
324,0.0,100
325,0.0,96
326,0.0,38
327,0.0,97
328,0.0,85
329,0.0,100
330,0.0,115
331,0.0,105
332,0.0,106
333,0.0258,121
334,0.0,111
335,0.0,115
336,0.0,107
337,0.0258,121
338,0.0,98
339,0.0,95
340,0.0,97
341,0.25,95
342,0.0,73
343,0.0,77
344,-0.2263,111
345,0.0,77
346,0.0,68
347,0.0,100
348,0.0,100
349,0.0,115
350,0.7003,83
351,0.34,82
352,0.7003,83
353,0.0,98
354,0.0,90
355,0.0,97
356,0.0,80
357,0.0,68
358,0.0,97
359,0.0,85
360,0.0,96
361,0.0,91
362,0.0,97
363,0.0,99
364,0.0,104
365,0.0,97
366,0.0,100
367,0.0,100
368,0.5994,124
369,0.3597,115
370,0.0,55
371,0.0,97
372,0.0,106
373,0.0,115
374,0.34,97
375,0.0,53
376,0.0,115
377,0.0,115
378,0.0,115
379,0.0,100
380,0.0,109
381,0.0,98
382,0.0,115
383,0.0,100
384,0.0,115
385,0.0,115
386,0.0,115
387,0.0,98
388,0.0,115
389,0.0,115
390,0.0,115
391,0.0,82
392,0.0,82
393,-0.128,85
394,-0.128,85
395,0.0,111
396,0.0,100
397,0.0,111
398,0.0,110
399,0.0,111
400,0.0,110
401,0.0,111
402,0.0,110
403,0.0,111
404,0.0,111
405,0.0,95
406,0.0,111
407,0.0,111
408,0.0,87
409,0.0,68
410,0.0,97
411,0.0,85
412,0.0,104
413,0.7269,103
414,0.2023,98
415,0.2023,87
416,0.7269,103
417,0.7269,103
418,0.0,104
419,0.2023,87
420,0.0,100
421,0.2023,87
422,0.2023,87
423,0.0,109
424,0.0,98
425,0.0,65
426,0.0,91
427,0.0,107
428,0.0,85
429,0.0,104
430,0.0,104
431,0.7003,83
432,0.0,69
433,0.0,68
434,0.0,97
435,0.7003,83
436,0.7003,83
437,0.7003,83
438,0.7003,83
439,0.7003,83
440,0.0,98
441,0.0,106
442,-0.128,85
443,-0.128,85
444,-0.128,85
445,0.7003,83
446,0.0,98
447,0.7906,86
448,0.0,109
449,0.0,81
450,-0.5719,90
451,0.0,104
452,0.0,100
453,-0.2263,112
454,0.0,77
455,0.0,106
456,0.0,100
457,0.0,99
458,0.0,97
459,0.0,94
460,0.0,94
461,0.0,97
462,0.0,100
463,0.2263,92
464,0.0,106
465,0.8977,93
466,0.128,95
467,-0.128,85
468,0.0,95
469,0.0,100
470,0.7003,83
471,0.0,106
472,-0.4767,100
473,0.0,97
474,0.0,81
475,0.0,97
476,0.0,67
477,0.0,109
478,0.0,109
479,0.0,107
480,0.0,106
481,0.0,98
482,0.0,96
483,0.0,92
484,0.128,95
485,0.8476,112
486,0.0,102
487,0.0,98
488,0.0,69
489,0.0,94
490,0.0,95
491,0.0,107
492,0.0,99
493,0.0,98
494,0.0,99
495,0.0,97
496,0.0,69
497,0.0,85
498,0.0,109
499,0.0,109
500,0.0,109
501,0.0,109
502,0.0,109
503,0.0,108
504,0.7783,111
505,0.0,100
506,0.0,69
507,0.0,95
508,0.0,104
509,-0.2732,103
510,0.0,97
511,0.0,69
512,0.0,96
513,0.0,100
514,0.0,81
515,0.7003,83
516,0.0,100
517,0.0,69
518,0.0,119
519,0.0,111
520,0.128,95
521,0.5719,106
522,0.0,99
523,0.0,67
524,0.0,97
525,0.0,95
526,0.0,104
527,0.5994,124
528,0.7003,83
529,0.0,91
530,0.4404,106
531,0.0,100
532,0.0,99
533,0.0,97
534,0.7003,83
535,0.0,104
536,0.0,85
537,0.0,85
538,-0.128,85
539,0.0,96
540,0.0,97
541,0.0,98
542,-0.4588,95
543,0.0,104
544,0.0,104
545,-0.2263,112
546,0.0,77
547,0.0,97
548,0.0,99
549,0.0,96
550,0.0,94
551,0.0,104
552,0.0,95
553,0.0,99
554,0.0,98
555,0.0,85
556,0.0,95
557,0.0,94
558,0.0,97
559,0.0,104
560,0.0,95
561,0.0,97
562,0.0,97
563,0.0,97
564,0.0,100
565,0.0,81
566,0.0,101
567,0.0,90
568,0.0,97
569,0.0,100
570,0.3612,114
571,0.0,104
572,0.0,104
573,0.0,98
574,0.0,104
575,0.0,97
576,0.0,94
577,0.0,96
578,0.0,100
579,0.0,98
580,0.0,120
581,0.0,92
582,0.0,96
583,0.0,100
584,0.0,98
585,0.0,100
586,0.0,100
587,0.0,98
588,0.0,91
589,0.0,96
590,0.0,99
591,0.0,97
592,0.0,66
593,0.2023,87
594,0.7269,99
595,0.2023,87
596,0.0,100
597,0.0,115
598,0.2023,87
599,0.2023,87
600,0.0,104
601,0.0,97
602,0.0,67
603,0.7003,83
604,0.0,87
605,0.0,93
606,0.0,97
607,0.0,67
608,0.0,85
609,0.0,100
610,-0.4404,95
611,0.0,100
612,0.0,99
613,0.0,78
614,0.0,76
615,0.0,98
616,0.0,100
617,0.0,69
618,0.8479,100
619,0.7003,83
620,0.0,100
621,-0.2263,111
622,0.0,77
623,0.0,67
624,0.0,100
625,0.0,94
626,0.7003,83
627,0.0,97
628,0.0,100
629,0.0,100
630,-0.4767,109
631,0.0,69
632,0.0,99
633,0.7906,86
634,0.0,100
635,0.0,120
636,0.0,97
637,0.0,120
638,0.0,109
639,0.7003,112
640,0.0,109
641,0.0,100
642,0.0,81
643,0.0,100
644,0.0,71
645,0.0,97
646,0.0,98
647,0.0,69
648,-0.1027,60
649,0.5719,113
650,0.0,99
651,0.0,99
652,0.0,99
653,0.0,94
654,0.0,115
655,0.0,97
656,0.0,85
657,0.4588,73
658,0.0,100
659,0.0,115
660,0.0,100
661,0.0,100
662,0.0,99
663,0.0,98
664,0.0,103
665,0.0,104
666,0.0,94
667,0.0,98
668,0.0,100
669,0.0,99
670,0.0,97
671,0.0,85
672,0.6808,109
673,0.128,95
674,0.0,115
675,0.0,115
676,0.0,96
677,0.0,74
678,0.0,115
679,0.0,115
680,0.0,115
681,0.0,97
682,-0.2732,103
683,0.0,69
684,0.0,115
685,0.0,103
686,0.0,100
687,0.0,100
688,0.0,100
689,0.0,100
690,0.0,97
691,0.4019,95
692,0.0,100
693,0.0,100
694,0.0,93
695,0.0,99
696,0.0,89
697,0.0,115
698,0.0,97
699,0.0,99
700,0.0,92
701,0.0,65
702,0.0,100
703,0.128,95
704,0.4404,109
705,0.0,104
706,0.0,56
707,0.0,97
708,0.0,97
709,0.0,100
710,0.0,99
711,0.0,97
712,0.0,86
713,0.0,99
714,-0.2263,112
715,0.0,77
716,0.0,85
717,0.34,82
718,0.0,91
719,0.0,99
720,0.0,99
721,0.0,94
722,0.0,95
723,0.0,99
724,0.0,94
725,0.0,94
726,0.0,96
727,-0.128,86
728,-0.128,86
729,0.0,98
730,0.0,80
731,0.0,91
732,0.0,90
733,0.0,98
734,0.128,95
735,0.0,105
736,0.0,95
737,0.0,99
738,0.0,94
739,0.0,100
740,0.0,81
741,-0.128,86
742,0.0,97
743,0.0,100
744,0.0,99
745,0.0,85
746,0.0,99
747,0.0,99
748,0.0,95
749,0.0,98
750,0.0,96
751,0.0,97
752,0.0,100
753,0.0,97
754,0.0,95
755,0.0,98
756,0.34,82
757,0.0,98
758,0.0,95
759,0.0,95
760,0.0,96
761,0.0,99
762,0.0,97
763,0.0,99
764,0.0,95
765,0.0,112
766,0.0,100
767,0.0,87
768,0.0,102
769,0.0,79
770,0.0,97
771,0.0,67
772,0.2023,87
773,0.2023,87
774,0.0,95
775,0.0,95
776,0.0,94
777,0.2023,87
778,0.0,91
779,0.7003,83
780,0.0,94
781,0.0,100
782,0.0,94
783,0.0,97
784,0.0,94
785,0.0,98
786,0.0,100
787,0.0,97
788,0.128,95
789,0.0,101
790,0.0,91
791,0.0,95
792,0.7184,106
793,0.0,114
794,0.0,35
795,0.0,95
796,0.0,94
797,0.0,67
798,0.0,100
799,0.0,95
800,0.128,95
801,0.0,81
802,0.128,95
803,0.0,98
804,0.0,96
805,0.0,95
806,0.0,96
807,0.0,98
808,0.0,100
809,0.0,66
810,0.0,101
811,0.0,96
812,0.0,102
813,-0.4767,98
814,0.0,98
815,-0.2263,112
816,0.0,77
817,0.0,97
818,0.34,82
819,0.0,83
820,0.0,91
821,0.0,99
822,0.0,97
823,0.128,95
824,0.0,100
825,0.0,118
826,0.0,99
827,0.0,85
828,0.0,65
829,-0.3818,108
830,0.0,112
831,0.0,102
832,0.0,118
833,0.0,91
834,0.0,107
835,0.0,107
836,0.0,97
837,0.0,97
838,0.0,72
839,0.0,99
840,0.0,99
841,0.0,97
842,0.0,99
843,0.0,86
844,0.5106,90
845,0.0,91
846,0.0,98
847,0.0,86
848,0.0,81
849,0.0,96
850,0.0,91
851,0.0,81
852,0.0,99
853,0.0,97
854,0.3182,69
855,0.0,84
856,0.0,97
857,0.0,120
858,0.34,82
859,0.0,118
860,0.0,97
861,-0.2732,103
862,0.0,81
863,-0.2023,98
864,-0.128,88
865,0.0,97
866,0.128,95
867,0.0,93
868,0.0,94
869,0.0,98
870,0.0,69
871,0.0,100
872,0.0,50
873,0.0,91
874,0.0,107
875,0.0,105
876,0.0,100
877,0.0,85
878,0.4215,120
879,0.4215,120
880,0.4215,106
881,0.0,105
882,0.0,105
883,0.0,111
884,0.0,98
885,0.0,96
886,0.0,99
887,0.0,98
888,0.0,27
889,0.0,94
890,0.0,91
891,0.0,100
892,0.0,100
893,-0.2263,111
894,0.0,77
895,0.0,84
896,0.0,98
897,0.0,97
898,0.0,120
899,0.0,94
900,0.0,94
901,0.0,94
902,-0.0258,98
903,0.0,94
904,0.0,97
905,-0.0258,96
906,0.0,84
907,0.0,84
908,0.0,104
909,0.0,74
910,0.0,97
911,-0.2023,85
912,0.0,98
913,0.0,97
914,0.0,85
915,0.0,95
916,0.0258,121
917,0.2732,98
918,0.0258,121
919,0.0,120
920,0.0,111
921,0.0,97
922,0.0,99
923,0.0,96
924,0.0,99
925,0.0,97
926,0.128,95
927,0.0,98
928,0.0,97
929,0.0,115
930,0.0,115
931,0.0,115
932,0.0,110
933,0.0,53
934,0.0,110
935,0.0,115
936,0.0,111
937,0.0,111
938,0.0,111
939,0.0,111
940,0.0,111
941,0.0,111
942,0.0,110
943,0.0,110
944,0.0,111
945,0.0,97
946,0.0,67
947,0.2023,87
948,0.2023,87
949,0.8957,120
950,0.0,98
951,0.0,96
952,0.0,100
953,0.2023,87
954,0.0,53
955,0.0,100
956,0.0,69
957,0.0,101
958,0.0,100
959,0.8588,108
960,0.0,100
961,0.0,98
962,0.0,94
963,0.0,99
964,0.0,100
965,0.0,100
966,0.0,68
967,0.0,67
968,0.0,85
969,0.0,96
970,0.128,95
971,-0.4767,98
972,0.0772,118
973,0.0772,112
974,0.8957,120
975,0.0,100
976,-0.2263,111
977,0.0,77
978,0.0,69
979,-0.6486,74
980,0.7003,83
981,0.128,95
982,0.0,96
983,0.0,91
984,0.0,80
985,0.0,97
986,0.0,27
987,0.0,93
988,0.0,91
989,0.0,95
990,0.0,95
991,0.0,120
992,0.0,68
993,0.0,97
994,0.0,67
995,0.0,105
996,0.0,104
997,-0.1027,115
998,0.0,100
999,-0.4767,98
1000,0.0772,118
1001,0.0772,112
1002,0.0,111
1003,0.0,111
1004,0.0,71
1005,0.0,97
1006,0.0,100
1007,0.0,67
1008,0.4019,95
1009,0.0,99
1010,0.0,94
1011,0.0,97
1012,0.0,67
1013,0.0,95
1014,0.0,95
1015,0.0,105
1016,0.4019,95
1017,0.0,96
1018,0.128,95
1019,0.0,100
1020,0.0,85
1021,0.128,95
1022,0.0,100
1023,0.0,97
1024,0.0,94
1025,0.0,95
1026,0.0,99
1027,0.0,105
1028,0.0,105
1029,0.0,97
1030,0.0,91
1031,0.0,94
1032,0.0,94
1033,0.0,100
1034,-0.2732,102
1035,0.0,103
1036,0.0,95
1037,0.0,96
1038,0.0,97
1039,0.0,105
1040,0.0,100
1041,0.0,105
1042,0.0,92
1043,0.0,97
1044,0.0,85
1045,0.0,98
1046,0.0,99
1047,0.0,97
1048,0.0,97
1049,0.0,97
1050,0.0,105
1051,0.0,91
1052,0.0,100
1053,-0.2263,111
1054,0.0,77
1055,0.3182,81
1056,0.0,99
1057,0.0,96
1058,0.0,97
1059,0.3182,71
1060,0.2732,97
1061,0.0,93
1062,0.0,92
1063,0.0,92
1064,0.0,102
1065,0.0,81
1066,0.0,95
1067,0.0258,121
1068,0.5106,82
1069,0.0,88
1070,0.0,98
1071,0.0,55
1072,0.0,97
1073,0.0,92
1074,0.0,90
1075,0.3182,90
1076,0.5574,106
1077,0.0,105
1078,0.0,104
1079,0.0,100
1080,0.128,95
1081,0.0,97
1082,0.0,85
1083,0.0,94
1084,0.0,103
1085,0.0,104
1086,0.7003,83
1087,-0.2732,76
1088,0.0,97
1089,0.7003,83
1090,0.0,94
1091,0.0,89
1092,0.0,93
1093,0.34,82
1094,0.0,91
1095,0.0,97
1096,0.0,103
1097,0.0,97
1098,0.0,103
1099,0.0,55
1100,0.0,97
1101,0.0,64
1102,0.2023,87
1103,0.2023,87
1104,0.4019,95
1105,0.0258,121
1106,0.2023,87
1107,0.0258,121
1108,0.0,93
1109,0.0,97
1110,0.0,103
1111,0.0,91
1112,0.0,97
1113,0.0,103
1114,0.0258,121
1115,0.0,100
1116,0.0,85
1117,0.0258,121
1118,-0.4767,107
1119,0.0258,121
1120,0.0,77
1121,0.7003,83
1122,0.0,100
1123,-0.2263,111
1124,0.0,77
1125,0.0,100
1126,-0.4767,107
1127,0.0,107
1128,0.0,97
1129,0.0,62
1130,0.0,97
1131,-0.2263,118
1132,0.0,56
1133,0.0,100
1134,0.0,103
1135,-0.4767,107
1136,0.0258,121
1137,0.0,97
1138,0.0,97
1139,0.128,95
1140,0.0258,121
1141,0.0,88
1142,0.0,96
1143,0.0,103
1144,-0.4767,107
1145,0.0,97
1146,0.7003,83
1147,0.0,107
1148,0.0,82
1149,0.0,96
1150,0.0258,121
1151,0.0,100
1152,0.128,95
1153,0.0,103
1154,0.0,66
1155,0.0,97
1156,0.0258,121
1157,0.7783,115
1158,0.7783,111
1159,0.0,78
1160,0.0,97
1161,0.0,64
1162,0.0258,121
1163,0.0,100
1164,0.0,84
1165,0.0258,121
1166,-0.2263,106
1167,0.0,103
1168,0.128,95
1169,0.0,100
1170,0.4939,104
1171,0.0258,121
1172,0.0,114
1173,0.0,104
1174,0.0,97
1175,0.0,91
1176,0.0,82
1177,0.4019,86
1178,0.0,103
1179,0.0,92
1180,0.0,99
1181,0.0,95
1182,-0.2263,111
1183,0.0,77
1184,0.0,100
1185,0.0,103
1186,0.0,103
1187,0.0,103
1188,0.0,97
1189,0.0,104
1190,0.0,54
1191,0.0,97
1192,0.0,85
1193,0.0,91
1194,0.0,100
1195,0.0,103
1196,0.0,97
1197,0.0,43
1198,0.0258,121
1199,0.0,103
1200,0.0258,121
1201,0.0,95
1202,0.0,91
1203,0.0,85
1204,0.0,86
1205,0.0,97
1206,0.0,103
1207,0.0,103
1208,0.0,68
1209,-0.2732,84
1210,-0.2732,77
1211,0.0,98
1212,0.0258,121
1213,0.0258,121
1214,0.0,103
1215,0.0,96
1216,0.34,82
1217,0.0,103
1218,0.0258,121
1219,0.5106,92
1220,0.0,93
1221,0.0,89
1222,0.0,97
1223,0.0258,121
1224,0.128,95
1225,0.0258,121
1226,0.0,101
1227,0.0,97
1228,0.0,81
1229,0.0258,121
1230,0.0,97
1231,0.0,97
1232,0.0,69
1233,0.0258,121
1234,0.2023,87
1235,0.0258,121
1236,0.2023,87
1237,0.0,90
1238,0.0258,121
1239,0.2023,87
1240,0.2023,87
1241,0.0258,121
1242,0.0,97
1243,0.0,69
1244,0.0258,121
1245,0.4404,116
1246,0.4404,109
1247,0.0258,121
1248,0.0258,121
1249,0.0258,121
1250,0.0258,121
1251,0.0258,121
1252,0.0258,121
1253,0.0258,121
1254,0.0258,121
1255,0.0,97
1256,0.0,85
1257,0.0258,121
1258,0.0258,121
1259,0.0,91
1260,0.0258,121
1261,0.0258,121
1262,0.0258,100
1263,0.128,95
1264,0.0,91
1265,0.2235,119
1266,0.0,81
1267,0.0,100
1268,0.0,66
1269,-0.4767,98
1270,0.0,91
1271,0.0,68
1272,0.0,68
1273,0.0,101
1274,0.0,99
1275,-0.2263,111
1276,0.0,77
1277,0.0,67
1278,0.0,85
1279,0.296,80
1280,0.128,95
1281,-0.4767,98
1282,0.0,97
1283,0.0,66
1284,0.0,105
1285,0.0,86
1286,-0.128,88
1287,0.0,98
1288,0.0,66
1289,-0.4767,98
1290,0.0,91
1291,0.0,97
1292,0.0,68
1293,0.0,98
1294,0.0,67
1295,0.0,97
1296,0.128,95
1297,0.0,91
1298,0.0,99
1299,0.0,99
1300,0.0,98
1301,0.0,94
1302,0.0,92
1303,0.0,81
1304,0.0,100
1305,0.0,69
1306,0.0,68
1307,0.0,65
1308,0.0,89
1309,0.0,94
1310,0.0,97
1311,0.0,65
1312,0.0,86
1313,0.128,95
1314,0.0,100
1315,0.128,114
1316,0.0,91
1317,0.128,95
1318,0.0,97
1319,0.0,91
1320,0.0,92
1321,0.0,97
1322,0.0,67
1323,0.0,85
1324,0.0,79
1325,0.128,95
1326,-0.3818,118
1327,-0.3818,110
1328,0.1406,81
1329,0.0,100
1330,0.0,83
1331,0.0,99
1332,0.0,105
1333,0.0,98
1334,-0.2263,111
1335,0.0,77
1336,0.0,97
1337,0.0,85
1338,0.9031,99
1339,0.0,97
1340,0.0,91
1341,0.0,91
1342,0.0,111
1343,0.0,100
1344,0.0,100
1345,0.0,91
1346,0.0,95
1347,-0.296,93
1348,0.0,38
1349,0.0,91
1350,0.0,100
1351,0.0,97
1352,0.0,86
1353,0.0,105
1354,0.0,105
1355,0.7003,83
1356,0.0,104
1357,0.0,97
